"ålder","kön","år","Folkmängd, antal"
"27 år","män","1919",43095
"27 år","män","1920",44532
"27 år","män","1921",45005
"27 år","män","1922",47120
"27 år","män","1923",46511
"27 år","män","1924",46950
"27 år","män","1925",47587
"27 år","män","1926",46638
"27 år","män","1927",48915
"27 år","män","1928",49602
"27 år","män","1929",49996
"27 år","män","1930",49330
"27 år","män","1931",50982
"27 år","män","1932",51700
"27 år","män","1933",53422
"27 år","män","1934",54530
"27 år","män","1935",55688
"27 år","män","1936",57474
"27 år","män","1937",56306
"27 år","män","1938",56105
"27 år","män","1939",56586
"27 år","män","1940",55939
"27 år","män","1941",55076
"27 år","män","1942",52740
"27 år","män","1943",52955
"27 år","män","1944",53050
"27 år","män","1945",51875
"27 år","män","1946",52116
"27 år","män","1947",62902
"27 år","män","1948",58826
"27 år","män","1949",54288
"27 år","män","1950",53633
"27 år","män","1951",51972
"27 år","män","1952",51038
"27 år","män","1953",48765
"27 år","män","1954",47201
"27 år","män","1955",47540
"27 år","män","1956",45816
"27 år","män","1957",46404
"27 år","män","1958",45451
"27 år","män","1959",44758
"27 år","män","1960",42928
"27 år","män","1961",43331
"27 år","män","1962",44277
"27 år","män","1963",45726
"27 år","män","1964",47348
"27 år","män","1965",49934
"27 år","män","1966",52558
"27 år","män","1967",52068
"27 år","män","1968",54528
"27 år","män","1969",61727
"27 år","män","1970",67548
"27 år","män","1971",71554
"27 år","män","1972",71503
"27 år","män","1973",70964
"27 år","män","1974",69233
"27 år","män","1975",67987
"27 år","män","1976",65414
"27 år","män","1977",62830
"27 år","män","1978",59854
"27 år","män","1979",60074
"27 år","män","1980",60046
"27 år","män","1981",57649
"27 år","män","1982",58375
"27 år","män","1983",59156
"27 år","män","1984",57675
"27 år","män","1985",57188
"27 år","män","1986",57244
"27 år","män","1987",55753
"27 år","män","1988",57453
"27 år","män","1989",59644
"27 år","män","1990",63142
"27 år","män","1991",67819
"27 år","män","1992",68078
"27 år","män","1993",67992
"27 år","män","1994",67252
"27 år","män","1995",62754
"27 år","män","1996",59618
"27 år","män","1997",59535
"27 år","män","1998",61687
"27 år","män","1999",61147
"27 år","män","2000",60091
"27 år","män","2001",60869
"27 år","män","2002",58066
"27 år","män","2003",55770
"27 år","män","2004",54824
"27 år","män","2005",53850
"27 år","män","2006",56200
"27 år","män","2007",58145
"27 år","män","2008",57286
"27 år","män","2009",58534
"27 år","män","2010",59093
"27 år","män","2011",60669
"27 år","män","2012",63151
"27 år","män","2013",64599
"27 år","män","2014",65739
"27 år","män","2015",70264
"27 år","män","2016",73101
"27 år","män","2017",77718
"27 år","män","2018",77948
"27 år","män","2019",76966
"27 år","män","2020",74178
"27 år","män","2021",72097
"27 år","män","2022",68696
"27 år","män","2023",64066
"27 år","män","2024",62128
"27 år","kvinnor","1860",32856
"27 år","kvinnor","1861",33062
"27 år","kvinnor","1862",32633
"27 år","kvinnor","1863",31532
"27 år","kvinnor","1864",30098
"27 år","kvinnor","1865",29146
"27 år","kvinnor","1866",30109
"27 år","kvinnor","1867",32546
"27 år","kvinnor","1868",31157
"27 år","kvinnor","1869",32645
"27 år","kvinnor","1870",31121
"27 år","kvinnor","1871",32853
"27 år","kvinnor","1872",31435
"27 år","kvinnor","1873",29213
"27 år","kvinnor","1874",29655
"27 år","kvinnor","1875",31458
"27 år","kvinnor","1876",34030
"27 år","kvinnor","1877",33085
"27 år","kvinnor","1878",32942
"27 år","kvinnor","1879",31405
"27 år","kvinnor","1880",33099
"27 år","kvinnor","1881",35890
"27 år","kvinnor","1882",33110
"27 år","kvinnor","1883",33036
"27 år","kvinnor","1884",34203
"27 år","kvinnor","1885",37362
"27 år","kvinnor","1886",37768
"27 år","kvinnor","1887",37426
"27 år","kvinnor","1888",34540
"27 år","kvinnor","1889",36216
"27 år","kvinnor","1890",36916
"27 år","kvinnor","1891",36985
"27 år","kvinnor","1892",35803
"27 år","kvinnor","1893",35742
"27 år","kvinnor","1894",32887
"27 år","kvinnor","1895",29337
"27 år","kvinnor","1896",32084
"27 år","kvinnor","1897",32894
"27 år","kvinnor","1898",35264
"27 år","kvinnor","1899",34597
"27 år","kvinnor","1900",35804
"27 år","kvinnor","1901",36205
"27 år","kvinnor","1902",37504
"27 år","kvinnor","1903",37457
"27 år","kvinnor","1904",39409
"27 år","kvinnor","1905",38478
"27 år","kvinnor","1906",40076
"27 år","kvinnor","1907",38963
"27 år","kvinnor","1908",38940
"27 år","kvinnor","1909",39775
"27 år","kvinnor","1910",40637
"27 år","kvinnor","1911",42465
"27 år","kvinnor","1912",42533
"27 år","kvinnor","1913",43515
"27 år","kvinnor","1914",44570
"27 år","kvinnor","1915",43970
"27 år","kvinnor","1916",43344
"27 år","kvinnor","1917",44400
"27 år","kvinnor","1918",45021
"27 år","kvinnor","1919",44133
"27 år","kvinnor","1920",45709
"27 år","kvinnor","1921",46359
"27 år","kvinnor","1922",47625
"27 år","kvinnor","1923",47511
"27 år","kvinnor","1924",47621
"27 år","kvinnor","1925",48731
"27 år","kvinnor","1926",47835
"27 år","kvinnor","1927",50426
"27 år","kvinnor","1928",50639
"27 år","kvinnor","1929",51171
"27 år","kvinnor","1930",50572
"27 år","kvinnor","1931",51239
"27 år","kvinnor","1932",52491
"27 år","kvinnor","1933",53142
"27 år","kvinnor","1934",53770
"27 år","kvinnor","1935",54857
"27 år","kvinnor","1936",55974
"27 år","kvinnor","1937",54303
"27 år","kvinnor","1938",54330
"27 år","kvinnor","1939",54902
"27 år","kvinnor","1940",54052
"27 år","kvinnor","1941",53746
"27 år","kvinnor","1942",51474
"27 år","kvinnor","1943",51440
"27 år","kvinnor","1944",51749
"27 år","kvinnor","1945",50791
"27 år","kvinnor","1946",50371
"27 år","kvinnor","1947",61258
"27 år","kvinnor","1948",57444
"27 år","kvinnor","1949",53304
"27 år","kvinnor","1950",52273
"27 år","kvinnor","1951",51203
"27 år","kvinnor","1952",50248
"27 år","kvinnor","1953",48346
"27 år","kvinnor","1954",46629
"27 år","kvinnor","1955",47369
"27 år","kvinnor","1956",45274
"27 år","kvinnor","1957",46109
"27 år","kvinnor","1958",44853
"27 år","kvinnor","1959",44283
"27 år","kvinnor","1960",41937
"27 år","kvinnor","1961",42311
"27 år","kvinnor","1962",42484
"27 år","kvinnor","1963",44287
"27 år","kvinnor","1964",45087
"27 år","kvinnor","1965",47201
"27 år","kvinnor","1966",49241
"27 år","kvinnor","1967",48122
"27 år","kvinnor","1968",50492
"27 år","kvinnor","1969",56899
"27 år","kvinnor","1970",62650
"27 år","kvinnor","1971",66245
"27 år","kvinnor","1972",66811
"27 år","kvinnor","1973",67043
"27 år","kvinnor","1974",65793
"27 år","kvinnor","1975",65263
"27 år","kvinnor","1976",62669
"27 år","kvinnor","1977",59684
"27 år","kvinnor","1978",57318
"27 år","kvinnor","1979",57279
"27 år","kvinnor","1980",57140
"27 år","kvinnor","1981",55231
"27 år","kvinnor","1982",56049
"27 år","kvinnor","1983",55866
"27 år","kvinnor","1984",55937
"27 år","kvinnor","1985",54429
"27 år","kvinnor","1986",54134
"27 år","kvinnor","1987",53668
"27 år","kvinnor","1988",54561
"27 år","kvinnor","1989",56287
"27 år","kvinnor","1990",58990
"27 år","kvinnor","1991",64288
"27 år","kvinnor","1992",64032
"27 år","kvinnor","1993",64010
"27 år","kvinnor","1994",63625
"27 år","kvinnor","1995",60474
"27 år","kvinnor","1996",57065
"27 år","kvinnor","1997",57966
"27 år","kvinnor","1998",59423
"27 år","kvinnor","1999",58974
"27 år","kvinnor","2000",58124
"27 år","kvinnor","2001",58771
"27 år","kvinnor","2002",56138
"27 år","kvinnor","2003",53720
"27 år","kvinnor","2004",52671
"27 år","kvinnor","2005",52071
"27 år","kvinnor","2006",54002
"27 år","kvinnor","2007",55542
"27 år","kvinnor","2008",54854
"27 år","kvinnor","2009",55273
"27 år","kvinnor","2010",55645
"27 år","kvinnor","2011",57169
"27 år","kvinnor","2012",59677
"27 år","kvinnor","2013",61849
"27 år","kvinnor","2014",63617
"27 år","kvinnor","2015",66894
"27 år","kvinnor","2016",69341
"27 år","kvinnor","2017",73732
"27 år","kvinnor","2018",73283
"27 år","kvinnor","2019",72657
"27 år","kvinnor","2020",70334
"27 år","kvinnor","2021",68521
"27 år","kvinnor","2022",64427
"27 år","kvinnor","2023",60903
"27 år","kvinnor","2024",58766
"28 år","män","1860",28582
"28 år","män","1861",31441
"28 år","män","1862",31505
"28 år","män","1863",31017
"28 år","män","1864",29778
"28 år","män","1865",28518
"28 år","män","1866",26852
"28 år","män","1867",28095
"28 år","män","1868",30484
"28 år","män","1869",28438
"28 år","män","1870",28775
"28 år","män","1871",28125
"28 år","män","1872",29600
"28 år","män","1873",28017
"28 år","män","1874",26675
"28 år","män","1875",27173
"28 år","män","1876",28790
"28 år","män","1877",31655
"28 år","män","1878",31012
"28 år","män","1879",31409
"28 år","män","1880",28575
"28 år","män","1881",29691
"28 år","män","1882",32196
"28 år","män","1883",30236
"28 år","män","1884",29798
"28 år","män","1885",31024
"28 år","män","1886",34156
"28 år","män","1887",34388
"28 år","män","1888",33738
"28 år","män","1889",31858
"28 år","män","1890",32148
"28 år","män","1891",33211
"28 år","män","1892",33037
"28 år","män","1893",32640
"28 år","män","1894",33547
"28 år","män","1895",30229
"28 år","män","1896",26628
"28 år","män","1897",30354
"28 år","män","1898",31655
"28 år","män","1899",34048
"28 år","män","1900",32921
"28 år","män","1901",34242
"28 år","män","1902",34725
"28 år","män","1903",36338
"28 år","män","1904",36767
"28 år","män","1905",38492
"28 år","män","1906",37376
"28 år","män","1907",39004
"28 år","män","1908",38202
"28 år","män","1909",38819
"28 år","män","1910",38107
"28 år","män","1911",38174
"28 år","män","1912",40502
"28 år","män","1913",40580
"28 år","män","1914",41277
"28 år","män","1915",42272
"28 år","män","1916",42218
"28 år","män","1917",40868
"28 år","män","1918",41498
"28 år","män","1919",43073
"28 år","män","1920",42383
"28 år","män","1921",44220
"28 år","män","1922",44553
"28 år","män","1923",45856
"28 år","män","1924",46034
"28 år","män","1925",46213
"28 år","män","1926",46995
"28 år","män","1927",46148
"28 år","män","1928",48488
"28 år","män","1929",49252
"28 år","män","1930",49784
"28 år","män","1931",49451
"28 år","män","1932",50997
"28 år","män","1933",51506
"28 år","män","1934",53308
"28 år","män","1935",54411
"28 år","män","1936",55558
"28 år","män","1937",57272
"28 år","män","1938",56160
"28 år","män","1939",56013
"28 år","män","1940",56512
"28 år","män","1941",55837
"28 år","män","1942",54959
"28 år","män","1943",52663
"28 år","män","1944",52912
"28 år","män","1945",53063
"28 år","män","1946",52033
"28 år","män","1947",52316
"28 år","män","1948",63150
"28 år","män","1949",58899
"28 år","män","1950",54252
"28 år","män","1951",53814
"28 år","män","1952",52014
"28 år","män","1953",50939
"28 år","män","1954",48758
"28 år","män","1955",47496
"28 år","män","1956",47724
"28 år","män","1957",46061
"28 år","män","1958",46398
"28 år","män","1959",45324
"28 år","män","1960",44736
"28 år","män","1961",43099
"28 år","män","1962",43418
"28 år","män","1963",44373
"28 år","män","1964",46042
"28 år","män","1965",47968
"28 år","män","1966",50464
"28 år","män","1967",52529
"28 år","män","1968",51928
"28 år","män","1969",55224
"28 år","män","1970",62248
"28 år","män","1971",67333
"28 år","män","1972",71015
"28 år","män","1973",71088
"28 år","män","1974",70962
"28 år","män","1975",69392
"28 år","män","1976",68266
"28 år","män","1977",65717
"28 år","män","1978",63025
"28 år","män","1979",60050
"28 år","män","1980",60149
"28 år","män","1981",60004
"28 år","män","1982",57599
"28 år","män","1983",58295
"28 år","män","1984",59243
"28 år","män","1985",57880
"28 år","män","1986",57409
"28 år","män","1987",57532
"28 år","män","1988",56353
"28 år","män","1989",58287
"28 år","män","1990",60247
"28 år","män","1991",63540
"28 år","män","1992",68049
"28 år","män","1993",68472
"28 år","män","1994",68418
"28 år","män","1995",67383
"28 år","män","1996",62867
"28 år","män","1997",59776
"28 år","män","1998",59757
"28 år","män","1999",61921
"28 år","män","2000",61449
"28 år","män","2001",60499
"28 år","män","2002",61339
"28 år","män","2003",58540
"28 år","män","2004",56254
"28 år","män","2005",55348
"28 år","män","2006",54757
"28 år","män","2007",57236
"28 år","män","2008",59076
"28 år","män","2009",58288
"28 år","män","2010",59646
"28 år","män","2011",59751
"28 år","män","2012",61321
"28 år","män","2013",63986
"28 år","män","2014",65838
"28 år","män","2015",66794
"28 år","män","2016",72176
"28 år","män","2017",74573
"28 år","män","2018",78928
"28 år","män","2019",78952
"28 år","män","2020",77625
"28 år","män","2021",75020
"28 år","män","2022",73164
"28 år","män","2023",68998
"28 år","män","2024",64418
"28 år","kvinnor","1860",29472
"28 år","kvinnor","1861",32638
"28 år","kvinnor","1862",32824
"28 år","kvinnor","1863",32421
"28 år","kvinnor","1864",31299
"28 år","kvinnor","1865",29864
"28 år","kvinnor","1866",28889
"28 år","kvinnor","1867",29831
"28 år","kvinnor","1868",32029
"28 år","kvinnor","1869",30465
"28 år","kvinnor","1870",31983
"28 år","kvinnor","1871",30684
"28 år","kvinnor","1872",32426
"28 år","kvinnor","1873",31049
"28 år","kvinnor","1874",28865
"28 år","kvinnor","1875",29341
"28 år","kvinnor","1876",31230
"28 år","kvinnor","1877",33763
"28 år","kvinnor","1878",32815
"28 år","kvinnor","1879",32581
"28 år","kvinnor","1880",30609
"28 år","kvinnor","1881",32352
"28 år","kvinnor","1882",35084
"28 år","kvinnor","1883",32575
"28 år","kvinnor","1884",32612
"28 år","kvinnor","1885",33782
"28 år","kvinnor","1886",36811
"28 år","kvinnor","1887",36987
"28 år","kvinnor","1888",36613
"28 år","kvinnor","1889",33947
"28 år","kvinnor","1890",35570
"28 år","kvinnor","1891",36247
"28 år","kvinnor","1892",36328
"28 år","kvinnor","1893",35202
"28 år","kvinnor","1894",35484
"28 år","kvinnor","1895",32594
"28 år","kvinnor","1896",29101
"28 år","kvinnor","1897",31818
"28 år","kvinnor","1898",32643
"28 år","kvinnor","1899",34964
"28 år","kvinnor","1900",34392
"28 år","kvinnor","1901",35473
"28 år","kvinnor","1902",35709
"28 år","kvinnor","1903",36988
"28 år","kvinnor","1904",37100
"28 år","kvinnor","1905",38983
"28 år","kvinnor","1906",38149
"28 år","kvinnor","1907",39705
"28 år","kvinnor","1908",38736
"28 år","kvinnor","1909",38602
"28 år","kvinnor","1910",39659
"28 år","kvinnor","1911",40263
"28 år","kvinnor","1912",42157
"28 år","kvinnor","1913",42177
"28 år","kvinnor","1914",43181
"28 år","kvinnor","1915",44202
"28 år","kvinnor","1916",43769
"28 år","kvinnor","1917",43107
"28 år","kvinnor","1918",43721
"28 år","kvinnor","1919",44742
"28 år","kvinnor","1920",44279
"28 år","kvinnor","1921",45464
"28 år","kvinnor","1922",46089
"28 år","kvinnor","1923",47183
"28 år","kvinnor","1924",47240
"28 år","kvinnor","1925",47220
"28 år","kvinnor","1926",48375
"28 år","kvinnor","1927",47543
"28 år","kvinnor","1928",50139
